EDI_ID,REFINITIV_ID
104045,https://permid.org/1-4295857013
10852,https://permid.org/1-4295857014
63186,https://permid.org/1-4295857015
,https://permid.org/1-4295857016
10685,https://permid.org/1-4295857017
63396,https://permid.org/1-4295857018
,https://permid.org/1-4295857019
10236,https://permid.org/1-4295857020
,https://permid.org/1-4295857021
,https://permid.org/1-4295857022
,https://permid.org/1-4295857023
,https://permid.org/1-4295857024
11053,https://permid.org/1-4295857026
,https://permid.org/1-4295857027
10637,https://permid.org/1-4295857028
10921,https://permid.org/1-4295857029
11056,https://permid.org/1-4295857030
,https://permid.org/1-4295857031
11067,https://permid.org/1-4295857032
47692,https://permid.org/1-4295857033
9974,https://permid.org/1-4295857035
10486,https://permid.org/1-4295857037
,https://permid.org/1-4295857038
10721,https://permid.org/1-4295857039
10391,https://permid.org/1-4295857040
10280,https://permid.org/1-4295857041
10617,https://permid.org/1-4295857042
,https://permid.org/1-4295857043
10477,https://permid.org/1-4295857044
10112,https://permid.org/1-4295857045
10187,https://permid.org/1-4295857046
10883,https://permid.org/1-4295857047
10004,https://permid.org/1-4295857048
10802,https://permid.org/1-4295857050
,https://permid.org/1-4295857051
,https://permid.org/1-4295857052
9922,https://permid.org/1-4295857053
,https://permid.org/1-4295857054
10404,https://permid.org/1-4295857055
,https://permid.org/1-4295857056
9930,https://permid.org/1-4295857057
,https://permid.org/1-4295857058
44399,https://permid.org/1-4295857059
10436,https://permid.org/1-4295857060
10113,https://permid.org/1-4295857061
,https://permid.org/1-4295857062
10276,https://permid.org/1-4295857063
63053,https://permid.org/1-4295857064
,https://permid.org/1-4295857065
121970,https://permid.org/1-4295857066
10813,https://permid.org/1-4295857067
,https://permid.org/1-4295857068
10991,https://permid.org/1-4295857069
10642,https://permid.org/1-4295857070
9892,https://permid.org/1-4295857071
10254,https://permid.org/1-4295857072
10919,https://permid.org/1-4295857073
10025,https://permid.org/1-4295857074
47586,https://permid.org/1-4295857075
115409,https://permid.org/1-4295857076
97850,https://permid.org/1-4295857077
94407,https://permid.org/1-4295857078
99025,https://permid.org/1-4295857079
10687,https://permid.org/1-4295857080
109827,https://permid.org/1-4295857081
,https://permid.org/1-4295857082
11084,https://permid.org/1-4295857083
109444,https://permid.org/1-4295857084
47629,https://permid.org/1-4295857085
99880,https://permid.org/1-4295857086
11040,https://permid.org/1-4295857087
110017,https://permid.org/1-4295857088
63785,https://permid.org/1-4295857089
10407,https://permid.org/1-4295857090
10681,https://permid.org/1-4295857091
9870,https://permid.org/1-4295857092
63453,https://permid.org/1-4295857093
63253,https://permid.org/1-4295857094
98952,https://permid.org/1-4295857095
96094,https://permid.org/1-4295857096
94820,https://permid.org/1-4295857097
113273,https://permid.org/1-4295857098
110714,https://permid.org/1-4295857099
114111,https://permid.org/1-4295857100
99316,https://permid.org/1-4295857102
102109,https://permid.org/1-4295857103
113061,https://permid.org/1-4295857104
57317,https://permid.org/1-4295857106
10045,https://permid.org/1-4295857107
62613,https://permid.org/1-4295857108
10229,https://permid.org/1-4295857109
,https://permid.org/1-4295857110
77135,https://permid.org/1-4295857111
